ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
BAC$Q,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",N,BACpQ,N,100,N,BAC-Q
BAC$S,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",N,BACpS,N,100,N,BAC-S
BAH,Booz Allen Hamilton Holding Corporation Common Stock,N,BAH,N,100,N,BAH
BAK,Braskem SA ADR,N,BAK,N,100,N,BAK
BALL,Ball Corporation Common Stock,N,BALL,N,100,N,BALL
BALY,Bally's Corporation Common Stock,N,BALY,N,100,N,BALY
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,N,BAM,N,100,N,BAM
BANC,"Banc of California, Inc. Common Stock",N,BANC,N,100,N,BANC
BANC$F,"Banc of California, Inc. Depositary Shares, each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock, Series F",N,BANCpF,N,100,N,BANC-F
BAP,Credicorp Ltd. Common Stock,N,BAP,N,100,N,BAP
BARK,"BARK, Inc. Class A Common Stock",N,BARK,N,100,N,BARK
BARK.W,"BARK, Inc. Redeemable Warrants, each whole warrant exercisable for shares of Common Stock at an exercise price of $11.50 per share",N,BARK.WS,N,100,N,BARK+
BAX,Baxter International Inc. Common Stock,N,BAX,N,100,N,BAX
BB,BlackBerry Limited Common Stock,N,BB,N,100,N,BB
BBAI,"BigBear.ai, Inc. Common Stock",N,BBAI,N,100,N,BBAI
BBAI.W,"BigBear.ai, Inc. Redeemable Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,BBAI.WS,N,100,N,BBAI+
BBAR,Banco BBVA Argentina S.A. ADS,N,BBAR,N,100,N,BBAR
BBD,Banco Bradesco Sa American Depositary Shares,N,BBD,N,100,N,BBD
BBDC,"Barings BDC, Inc. Common Stock",N,BBDC,N,100,N,BBDC
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),N,BBDO,N,100,N,BBDO
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,N,BBN,N,100,N,BBN
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,N,BBU,N,100,N,BBU
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,N,BBUC,N,100,N,BBUC
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,N,BBVA,N,100,N,BBVA
BBW,"Build-A-Bear Workshop, Inc. Common Stock",N,BBW,N,100,N,BBW
BBWI,"Bath & Body Works, Inc.",N,BBWI,N,100,N,BBWI
BBY,"Best Buy Co., Inc. Common Stock",N,BBY,N,100,N,BBY
BC,Brunswick Corporation Common Stock,N,BC,N,100,N,BC
BC$A,Brunswick Corporation 6.500% Senior Notes due 2048,N,BCpA,N,100,N,BC-A
BC$B,Brunswick Corporation 6.625% Senior Notes due 2049,N,BCpB,N,100,N,BC-B
BC$C,Brunswick Corporation 6.375% Notes due 2049,N,BCpC,N,100,N,BC-C
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,N,BCAT,N,100,N,BCAT
BCC,"Boise Cascade, L.L.C. Common Stock",N,BCC,N,100,N,BCC
BCE,"BCE, Inc. Common Stock",N,BCE,N,100,N,BCE
BCH,Banco De Chile ADS,N,BCH,N,100,N,BCH
BCO,Brinks Company (The) Common Stock,N,BCO,N,100,N,BCO
BCS,Barclays PLC Common Stock,N,BCS,N,100,N,BCS
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",N,BCSF,N,100,N,BCSF
BCX,BlackRock Resources Common Shares of Beneficial Interest,N,BCX,N,100,N,BCX
BDC,Belden Inc Common Stock,N,BDC,N,100,N,BDC
BDJ,Blackrock Enhanced Equity Dividend Trust,N,BDJ,N,100,N,BDJ
BDN,Brandywine Realty Trust Common Stock,N,BDN,N,100,N,BDN
BDX,"Becton, Dickinson and Company Common Stock",N,BDX,N,100,N,BDX
BE,Bloom Energy Corporation Class A Common Stock,N,BE,N,100,N,BE
BEDU,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing four Class A Ordinary Share",N,BEDU,N,100,N,BEDU
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),N,BEKE,N,100,N,BEKE
BEN,"Franklin Resources, Inc. Common Stock",N,BEN,N,100,N,BEN
BEP,Brookfield Renewable Partners L.P. ,N,BEP,N,100,N,BEP
BEP$A,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",N,BEPpA,N,100,N,BEP-A
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,N,BEPC,N,100,N,BEPC
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,N,BEPH,N,100,N,BEPH
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,N,BEPI,N,100,N,BEPI
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,N,BEPJ,N,100,N,BEPJ
BERY,"Berry Global Group, Inc. Common Stock",N,BERY,N,100,N,BERY
BEST,"BEST Inc. American Depositary Shares, each representing twenty (20) Class A Ordinary Shares",N,BEST,N,100,N,BEST
BF.A,Brown Forman Inc Class A Common Stock,N,BF.A,N,100,N,BF.A
BF.B,Brown Forman Inc Class B Common Stock,N,BF.B,N,100,N,BF.B
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,N,BFAC,N,100,N,BFAC
BFAC.U,"Battery Future Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",N,BFAC.U,N,100,N,BFAC=
BFAC.W,"Battery Future Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N,BFAC.WS,N,100,N,BFAC+
BFAM,Bright Horizons Family Solutions Inc. Common Stock,N,BFAM,N,100,N,BFAM
BFH,"Bread Financial Holdings, Inc. Common Stock",N,BFH,N,100,N,BFH
BFK,BlackRock Municipal Income Trust,N,BFK,N,100,N,BFK
BFLY,"Butterfly Network, Inc. Class A Common Stock",N,BFLY,N,100,N,BFLY
BFLY.W,"Butterfly Network, Inc. Warrants",N,BFLY.WS,N,100,N,BFLY+
BFS,"Saul Centers, Inc. Common Stock",N,BFS,N,100,N,BFS
BFS$D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",N,BFSpD,N,100,N,BFS-D
BFS$E,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",N,BFSpE,N,100,N,BFS-E
BFZ,BlackRock California Municipal Income Trust,N,BFZ,N,100,N,BFZ
BG,Bunge Limited Common Shares,N,BG,N,100,N,BG
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,N,BGB,N,100,N,BGB
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,N,BGH,N,100,N,BGH
BGR,BlackRock Energy and Resources Trust,N,BGR,N,100,N,BGR
BGS,"B&G Foods, Inc. Common Stock",N,BGS,N,100,N,BGS
BGSF,"BGSF, Inc. Common Stock",N,BGSF,N,100,N,BGSF
BGT,BlackRock Floating Rate Income Trust,N,BGT,N,100,N,BGT
BGX,Blackstone Long Short Credit Income Fund Common Shares,N,BGX,N,100,N,BGX
BGY,Blackrock Enhanced International Dividend Trust,N,BGY,N,100,N,BGY
BH,Biglari Holdings Inc. Class B Common Stock,N,BH,N,10,N,BH
BH.A,Biglari Holdings Inc. Class A Common Stock,N,BH.A,N,10,N,BH.A
BHC,Bausch Health Companies Inc. Common Stock,N,BHC,N,100,N,BHC
BHE,"Benchmark Electronics, Inc. Common Stock",N,BHE,N,100,N,BHE
BHK,Blackrock Core Bond Trust,N,BHK,N,100,N,BHK
BHLB,"Berkshire Hills Bancorp, Inc. Common Stock",N,BHLB,N,100,N,BHLB
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),N,BHP,N,100,N,BHP
BHR,Braemar Hotels & Resorts Inc. Common Stock,N,BHR,N,100,N,BHR
BHR$B,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",N,BHRpB,N,100,N,BHR-B
BHR$D,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",N,BHRpD,N,100,N,BHR-D
BHV,BlackRock Virginia Municipal Bond Trust,N,BHV,N,100,N,BHV
BHVN,Biohaven Ltd. Common Shares ,N,BHVN,N,100,N,BHVN
BIGZ,BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,N,BIGZ,N,100,N,BIGZ
BILL,"BILL Holdings, Inc. Common Stock",N,BILL,N,100,N,BILL
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",N,BIO,N,100,N,BIO
BIO.B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",N,BIO.B,N,100,N,BIO.B
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,N,BIP,N,100,N,BIP
BIP$A,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13",N,BIPpA,N,100,N,BIP-A
BIP$B,"Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units, Series 14",N,BIPpB,N,100,N,BIP-B
BIPC,Brookfield Infrastructure Corporation ,N,BIPC,N,100,N,BIPC
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,N,BIPH,N,100,N,BIPH
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,N,BIPI,N,100,N,BIPI
BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,N,BIPJ,N,100,N,BIPJ
BIRK,Birkenstock Holding plc Ordinary Shares,N,BIRK,N,100,N,BIRK
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,N,BIT,N,100,N,BIT
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",N,BJ,N,100,N,BJ
BK,The Bank of New York Mellon Corporation Common Stock,N,BK,N,100,N,BK
BKD,Brookdale Senior Living Inc. Common Stock,N,BKD,N,100,N,BKD
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,N,BKDT,N,100,N,BKDT
BKE,"Buckle, Inc. (The) Common Stock",N,BKE,N,100,N,BKE
BKH,Black Hills Corporation Common Stock,N,BKH,N,100,N,BKH
BKKT,"Bakkt Holdings, Inc. Class A Common Stock",N,BKKT,N,100,N,BKKT
BKKT.W,"Bakkt Holdings, Inc. Warrant",N,BKKT.WS,N,100,N,BKKT+
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),N,BKN,N,100,N,BKN
BKSY,BlackSky Technology Inc. Class A Common Stock,N,BKSY,N,100,N,BKSY
BKSY.W,"BlackSky Technology Inc. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock",N,BKSY.WS,N,100,N,BKSY+
BKT,BlackRock Income Trust Inc. (The),N,BKT,N,100,N,BKT
BKU,"BankUnited, Inc. Common Stock",N,BKU,N,100,N,BKU
BLCO,Bausch + Lomb Corporation Common Shares,N,BLCO,N,100,N,BLCO
BLD,TopBuild Corp. Common Stock,N,BLD,N,100,N,BLD
BLDR,"Builders FirstSource, Inc. Common Stock",N,BLDR,N,100,N,BLDR
BLE,BlackRock Municipal Income Trust II,N,BLE,N,100,N,BLE
BLK,"BlackRock, Inc. Common Stock",N,BLK,N,100,N,BLK
BLND,"Blend Labs, Inc. Class A Common Stock",N,BLND,N,100,N,BLND
BLW,Blackrock Limited Duration Income Trust,N,BLW,N,100,N,BLW
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",N,BLX,N,100,N,BLX
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),N,BMA,N,100,N,BMA
BME,Blackrock Health Sciences Trust,N,BME,N,100,N,BME
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,N,BMEZ,N,100,N,BMEZ
BMI,"Badger Meter, Inc. Common Stock",N,BMI,N,100,N,BMI
BML$G,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock , Series 1)",N,BMLpG,N,100,N,BML-G
BML$H,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 2)",N,BMLpH,N,100,N,BML-H
BML$J,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 4)",N,BMLpJ,N,100,N,BML-J
BML$L,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 5)",N,BMLpL,N,100,N,BML-L
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,N,BMN,N,100,N,BMN
BMO,Bank Of Montreal Common Stock,N,BMO,N,100,N,BMO
BMY,Bristol-Myers Squibb Company Common Stock,N,BMY,N,100,N,BMY
BN,Brookfield Corporation Class A Limited Voting Shares,N,BN,N,100,N,BN
BNED,"Barnes & Noble Education, Inc Common Stock",N,BNED,N,100,N,BNED
BNH,"Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080",N,BNH,N,100,N,BNH
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,N,BNJ,N,100,N,BNJ
BNL,"Broadstone Net Lease, Inc. Common Stock",N,BNL,N,100,N,BNL
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,N,BNS,N,100,N,BNS
BNT,Brookfield Wealth Solutions Ltd. Class A Exchangeable Limited Voting Shares,N,BNT,N,100,N,BNT
BNY,BlackRock New York Municipal Income Trust,N,BNY,N,100,N,BNY
BOC,Boston Omaha Corporation Class A Common Stock,N,BOC,N,100,N,BOC
BODI,"The Beachbody Company, Inc. Class A Common Stock",N,BODI,N,100,N,BODI
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,N,BOE,N,100,N,BOE
BOH,Bank of Hawaii Corporation Common Stock,N,BOH,N,100,N,BOH
BOH$A,"Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",N,BOHpA,N,100,N,BOH-A
BOH$B,"Bank of Hawaii Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.000% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series B",N,BOHpB,N,100,N,BOH-B
BOND,PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund,N,BOND,Y,100,N,BOND
BOOT,"Boot Barn Holdings, Inc. Common Stock",N,BOOT,N,100,N,BOOT
BORR,Borr Drilling Limited Common Shares,N,BORR,N,100,N,BORR
BOW,Bowhead Specialty Holdings Inc. Common Stock,N,BOW,N,100,N,BOW
BOWL,Bowlero Corp. Class A Common Stock,N,BOWL,N,100,N,BOWL
BOX,"Box, Inc. Class A Common Stock",N,BOX,N,100,N,BOX
BP,BP p.l.c. Common Stock,N,BP,N,100,N,BP
BPT,BP Prudhoe Bay Royalty Trust Common Stock,N,BPT,N,100,N,BPT
BR,"Broadridge Financial Solutions, Inc. Common Stock",N,BR,N,100,N,BR
BRBR,"BellRing Brands, Inc. Common Stock ",N,BRBR,N,100,N,BRBR
BRC,Brady Corporation Common Stock,N,BRC,N,100,N,BRC
BRCC,BRC Inc. Class A Common Stock,N,BRCC,N,100,N,BRCC
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,N,BRDG,N,100,N,BRDG
BRFS,BRF S.A.,N,BRFS,N,100,N,BRFS
BRK.A,Berkshire Hathaway Inc. Common Stock,N,BRK.A,N,1,N,BRK.A
BRK.B,Berkshire Hathaway Inc. New Common Stock,N,BRK.B,N,100,N,BRK.B
BRO,"Brown & Brown, Inc. Common Stock",N,BRO,N,100,N,BRO
BROS,Dutch Bros Inc. Class A Common Stock,N,BROS,N,100,N,BROS
BRSP,"BrightSpire Capital, Inc. Class A Common Stock",N,BRSP,N,100,N,BRSP
BRT,BRT Apartments Corp. (MD) Common Stock,N,BRT,N,100,N,BRT
BRW,Saba Capital Income & Opportunities Fund SBI,N,BRW,N,100,N,BRW
BRX,Brixmor Property Group Inc. Common Stock,N,BRX,N,100,N,BRX
BSAC,Banco Santander - Chile ADS,N,BSAC,N,100,N,BSAC
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",N,BSBR,N,100,N,BSBR
BSIG,BrightSphere Investment Group Inc. Common Stock,N,BSIG,N,100,N,BSIG
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,N,BSL,N,100,N,BSL
BSM,"Black Stone Minerals, L.P. Common units representing limited partner interests",N,BSM,N,100,N,BSM
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,N,BST,N,100,N,BST
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,N,BSTZ,N,100,N,BSTZ
BSX,Boston Scientific Corporation Common Stock,N,BSX,N,100,N,BSX
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,N,BTA,N,100,N,BTA
BTCM,BIT Mining Limited ADS,N,BTCM,N,100,N,BTCM
BTE,Baytex Energy Corp Common Shares,N,BTE,N,100,N,BTE
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N,BTI,N,100,N,BTI
BTO,John Hancock Financial Opportunities Fund Common Stock,N,BTO,N,100,N,BTO
BTT,BlackRock Municipal 2030 Target Term Trust,N,BTT,N,100,N,BTT
BTU,Peabody Energy Corporation Common Stock ,N,BTU,N,100,N,BTU
BTZ,BlackRock Credit Allocation Income Trust,N,BTZ,N,100,N,BTZ
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N,BUD,N,100,N,BUD
BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",N,BUI,N,100,N,BUI
BUR,Burford Capital Limited Ordinary Shares,N,BUR,N,100,N,BUR
BURL,"Burlington Stores, Inc. Common Stock",N,BURL,N,100,N,BURL
BUXX,EA Series Trust Strive Enhanced Income Short Maturity ETF,N,BUXX,Y,100,N,BUXX
BV,"BrightView Holdings, Inc. Common Stock",N,BV,N,100,N,BV
BVN,Buenaventura Mining Company Inc.,N,BVN,N,100,N,BVN
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",N,BW,N,100,N,BW
BW$A,"Babcock & Wilcox Enterprises, Inc. 7.75% Series A Cumulative Perpetual Preferred Stock",N,BWpA,N,100,N,BW-A
BWA,BorgWarner Inc. Common Stock,N,BWA,N,100,N,BWA
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,N,BWG,N,100,N,BWG
BWLP,BW LPG Limited Common Shares,N,BWLP,N,100,N,BWLP
BWMX,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",N,BWMX,N,100,N,BWMX
BWNB,"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",N,BWNB,N,100,N,BWNB
BWSN,"Babcock & Wilcox Enterprises, Inc. 8.125% Senior Notes due 2026",N,BWSN,N,100,N,BWSN
BWXT,"BWX Technologies, Inc. Common Stock",N,BWXT,N,100,N,BWXT
BX,Blackstone Inc. Common Stock,N,BX,N,100,N,BX
BXC,Bluelinx Holdings Inc. Common Stock,N,BXC,N,100,N,BXC
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",N,BXMT,N,100,N,BXMT
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,N,BXMX,N,100,N,BXMX
BXP,"BXP, Inc. Common Stock",N,BXP,N,100,N,BXP
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,N,BXSL,N,100,N,BXSL
BY,"Byline Bancorp, Inc. Common Stock",N,BY,N,100,N,BY
BYD,Boyd Gaming Corporation Common Stock,N,BYD,N,100,N,BYD
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,N,BYM,N,100,N,BYM
BYON,"Beyond, Inc. Common Stock",N,BYON,N,100,N,BYON
BZH,"Beazer Homes USA, Inc. Common Stock",N,BZH,N,100,N,BZH
C,"Citigroup, Inc. Common Stock",N,C,N,100,N,C
C$N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),N,CpN,N,100,N,C-N
CAAP,Corporacion America Airports SA Common Shares,N,CAAP,N,100,N,CAAP
CABO,"Cable One, Inc. Common Stock",N,CABO,N,100,N,CABO
CACI,"CACI International, Inc. Class A Common Stock",N,CACI,N,100,N,CACI
CADE,Cadence Bank Common Stock,N,CADE,N,100,N,CADE
CADE$A,Cadence Bank 5.50% Series A ,N,CADEpA,N,100,N,CADE-A
CAE,CAE Inc. Ordinary Shares,N,CAE,N,100,N,CAE
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,N,CAF,N,100,N,CAF
CAG,"ConAgra Brands, Inc. Common Stock",N,CAG,N,100,N,CAG
CAH,"Cardinal Health, Inc. Common Stock",N,CAH,N,100,N,CAH
CAL,"Caleres, Inc. Common Stock",N,CAL,N,100,N,CAL
CALX,"Calix, Inc Common Stock",N,CALX,N,100,N,CALX
CANG,"Cango Inc. American Depositary Shares,  each representing two (2) Class A Ordinary Shares",N,CANG,N,100,N,CANG
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,N,CAPL,N,100,N,CAPL
CARR,Carrier Global Corporation Common Stock ,N,CARR,N,100,N,CARR
CARS,Cars.com Inc. Common Stock ,N,CARS,N,100,N,CARS
CAT,"Caterpillar, Inc. Common Stock",N,CAT,N,100,N,CAT
CATO,Cato Corporation (The) Class A Common Stock,N,CATO,N,100,N,CATO
CAVA,"CAVA Group, Inc. Common Stock",N,CAVA,N,100,N,CAVA
CB,Chubb Limited  Common Stock,N,CB,N,100,N,CB
CBL,"CBL & Associates Properties, Inc. Common Stock",N,CBL,N,100,N,CBL
CBO,CBO (Listing Market - NYSE - Networks A/E) Common Stock,N,CBO,N,100,Y,CBO
CBRE,CBRE Group Inc Common Stock Class A,N,CBRE,N,100,N,CBRE
CBT,Cabot Corporation Common Stock,N,CBT,N,100,N,CBT
CBU,"Community Financial System, Inc. Common Stock",N,CBU,N,100,N,CBU
CBX,CBX (Listing Market NYSE Networks AE) Common Stock,N,CBX,N,100,Y,CBX
CBZ,"CBIZ, Inc. Common Stock",N,CBZ,N,100,N,CBZ
CC,Chemours Company (The) Common Stock,N,CC,N,100,N,CC
CCI,Crown Castle Inc. Common Stock,N,CCI,N,100,N,CCI
CCIA,Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028,N,CCIA,N,100,N,CCIA
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,N,CCIF,N,100,N,CCIF
CCJ,Cameco Corporation Common Stock,N,CCJ,N,100,N,CCJ
CCK,"Crown Holdings, Inc.",N,CCK,N,100,N,CCK
CCL,Carnival Corporation Common Stock,N,CCL,N,100,N,CCL
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),N,CCM,N,100,N,CCM
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",N,CCO,N,100,N,CCO
CCRD,CoreCard Corporation Common Stock,N,CCRD,N,100,N,CCRD
CCS,"Century Communities, Inc. Common Stock",N,CCS,N,100,N,CCS
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",N,CCU,N,100,N,CCU
CCZ,Comcast Holdings ZONES,N,CCZ,N,100,N,CCZ
CDE,"Coeur Mining, Inc. Common Stock",N,CDE,N,100,N,CDE
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),N,CDLR,N,100,N,CDLR
CDP,COPT Defense Properties Common Shares of Beneficial Interest,N,CDP,N,100,N,CDP
CDR$B,"Cedar Realty Trust, Inc. 7.25% Series B Cumulative Redeemable Preferred Stock",N,CDRpB,N,100,N,CDR-B
CDR$C,"Cedar Realty Trust, Inc. 6.50% Series C Cumulative Redeemable Preferred Stock",N,CDRpC,N,100,N,CDR-C
CDRE,"Cadre Holdings, Inc. Common Stock",N,CDRE,N,100,N,CDRE
CE,Celanese Corporation Common Stock,N,CE,N,100,N,CE
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",N,CEE,N,100,N,CEE
CEIX,CONSOL Energy Inc. Common Stock ,N,CEIX,N,100,N,CEIX
CELG.R,Bristol-Myers Squibb Company Celegne Contingent Value Rights,N,CELGr,N,100,N,CELG^
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),N,CEPU,N,100,N,CEPU
CF,"CF Industries Holdings, Inc. Common Stock",N,CF,N,100,N,CF
CFG,"Citizens Financial Group, Inc. Common Stock",N,CFG,N,100,N,CFG
CFG$E,"Citizens Financial Group, Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series E",N,CFGpE,N,100,N,CFG-E
CFG$H,"Citizens Financial Group, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.375% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series H",N,CFGpH,N,100,N,CFG-H
CFR,"Cullen/Frost Bankers, Inc. Common Stock",N,CFR,N,100,N,CFR
CFR$B,"Cullen/Frost Bankers, Inc. Depositary Shares, each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock, Series B",N,CFRpB,N,100,N,CFR-B
